"Sample" "CH4_ug_m2_h" "CH4_logn1" "CO2_mg_m2_h" "CH4_CO2" "Bulk_dens" "H2O_FPS" "pH" "C" "N" "P" "CN" "NP" "NO3_N" "NH4_N" "Olsen_P" "NP_ext" "Salinity.x" "Cl" "SO4" "SO4_pw" "Fe" "Fe_pw" "DOC_mg_L" "CH4_mix" "CH4_H2" "CH4_ac" "CH4_me" "MOB_I" "MOB_II" "MOB_IIa" "ANME" "AOA" "AOB" "NOB" "Anamx" "SOxB" "SRB_syn" "SRB" "FeOB" "FeRB" "Actino" "Chlorf" "Firmic" "AO_NOB" "NOB_AO" "mcr_pmo" "pmo_mcr" "CH4_all" "CH4_ac_mix" "MOB_all"
"13" "China_Bullhead_CordA_D2" 0.231730750726682 0.314588566231652 -0.315470894736084 -0.452798354392473 -0.249655677571273 1.85860652787129 0.848804701051804 0.414973347970818 -0.673664139071249 -1.30102999566398 1.27318447974461 0.972018021944178 -0.42021640338319 1.29512708525219 1.04532297878666 2.94955668688765 1.39746794997364 2.76075410950582 3.16521463991033 3.10245377332764 4.6733895781883 2.17061370337741 1.08919836680515 4.09469223556591 5.09469223556591 1 4.09469223556591 10.808937753232 12.2136333082894 7.00158283117442 1 10.398472983743 13.6123616236997 10.2545635723443 3.09469223556591 12.9619709752756 15.2577128751467 17.7300702714163 6.67965473628706 9.84957973772937 15.1017195024599 17.089399230824 15.2149301129079 3.50546458040679 -3.50546458040679 -7.52711726198433 7.52711726198433 6.13630635908482 4.25439762260423 12.7038709737079
"14" "China_Bullhead_CordB_D1" 0.254691625048257 0.333647444403537 -0.16139906866924 -0.583909306262657 -0.269671587644983 1.84035536981712 0.862727528317975 0.340444114840118 -0.669586226650809 -1.24412514432751 1.1445921537189 0.919191083036577 -0.585026652029182 1.20790353038605 1.15533603746506 2.80408361297605 1.30716987433942 2.73780467781992 3.10588470866923 3.22514639075118 4.65272969606925 2.3803559824168 0.962321972729585 5.52672636877301 4.94176386805186 2.94176386805185 1 10.9696698646217 12.4336169643815 5.94176386805185 1 10.1991517107445 13.656867877288 8.40119548668915 5.26369196293922 12.6949806172308 14.9926328313426 17.7246085470552 6.74911879010946 10.0607049407754 16.2989034580573 16.501021446087 13.7116017116813 5.38134630495775 -5.38134630495775 -7.62789861587175 7.62789861587175 6.4349369713017 5.74911879010946 12.891590578811
"15" "China_Bullhead_CordB_D2" 0.254691625048257 0.333647444403537 -0.16139906866924 -0.583909306262657 -0.231634645849734 1.80834866384875 0.847572659142112 0.369215857410143 -0.714442690992226 -1.30980391997149 1.26975936909951 0.94001339434618 -0.568636235841013 1.17464119266045 1.12385164096709 2.83733319301552 1.30716987433942 2.66900988305094 3.13871310987601 3.22514639075118 4.65272969606925 2.3803559824168 0.962321972729585 4.25779023038272 1 1 1 11.4574625752191 11.5524109792743 5.25779023038272 1 9.65010765316148 13.8483772802978 7.95822994852381 1 12.4914099071424 15.1142157590083 17.8026339507056 7.71722184902002 10.0391499439074 14.6490338198102 17.4193945343856 13.9958824900032 5.96667182393393 -5.96667182393393 -10.5151780730754 10.5151780730754 4.65135799648639 4.40124373290567 12.5151780730754
"16" "China_Bullhead_CordC_D1" 0.32448375641001 0.392587515232313 -0.31561612393876 -0.359900119657972 -0.273291039873182 1.8544357069658 0.857332496431269 0.346352974450639 -0.661543506395395 -1.26760624017703 1.11747555233754 0.950714899126384 -0.568636235841013 1.12936759572299 1.04921802267018 2.75070759351827 1.2570693061864 2.80045587331871 3.1973081315031 3.26883435457049 4.6862786780672 3.00366298333386 1.06370855939142 3.93867447742857 2.93867447742857 1 2.93867447742857 11.4543743157126 12.0524166434778 5.74602939948618 2.93867447742857 9.29622648204666 13.3680812189426 8.39810609606587 4.52363697814973 12.6004525752006 15.0376934684478 18.0630381571778 5.74602939948618 9.72003419095323 15.6933532412511 16.4490677884726 13.564383320493 5.0533088441662 -5.0533088441662 -9.52202201104718 9.52202201104718 5.02981777240953 4.11554358331644 12.7951000060541
"17" "China_Bullhead_CordC_D2" 0.32448375641001 0.392587515232313 -0.31561612393876 -0.359900119657972 -0.279436819343186 1.8589596487507 0.846955325019824 0.414973347970818 -0.688246138944246 -1.30102999566398 1.32555504055279 0.957436022089708 -0.455931955649724 1.23044892137827 1.09691001300806 2.88544409541586 1.2570693061864 2.7714992903069 3.14705767102836 3.26883435457049 4.6862786780672 3.00366298333386 1.06370855939142 6.39792061955044 5.01940899629671 2.69748090140935 4.69748090140935 11.2635349395804 11.7253868979792 5.50483582346695 2.69748090140935 9.50483582346695 13.7736284294319 8.45236840357282 1 12.7796299427632 15.0208171906895 17.6879394664831 6.39792061955044 9.97360530668359 14.9943971082886 17.2878925156774 14.2663870559114 5.39422448854342 -5.39422448854342 -7.24158598656976 7.24158598656976 7.22104285746636 6.50483582346695 12.5240293887003
"20" "China_Galinas_CordB_D1" 0.504950615151296 0.551075415859878 -0.283234502293854 -0.211814882673306 -0.29501987752225 1.90107173126449 0.842609239610562 0.480006942957151 -0.484126156288321 -1.13667713987954 1.07593692503772 0.997203148975567 -0.552841968657781 1.17551181336345 1.25285303097989 2.66534629406296 1.48875306595118 2.83732955187714 3.18423702901637 3.2385789792449 4.69844853801533 1.67357379642305 0.93293014283079 2.84443726778364 1 2.84443726778364 1 9.53093779496686 12.0538906334126 1 1 8.75132786339216 12.2216477981722 9.25382820392135 1 13.1607187995299 11.7573266040136 17.8131940466356 6.93190010903398 7.75132786339216 15.6153075991412 15.2935859131591 12.7377387986442 3.0924462487646 -3.0924462487646 -9.08703555643349 9.08703555643349 4.19884880438768 3.84443726778364 12.2858843608212
"21" "China_Galinas_CordB_D2" 0.504950615151296 0.551075415859878 -0.283234502293854 -0.211814882673306 -0.261720188700934 1.87845851458722 0.812913356642856 0.471291711058939 -0.54821356447571 -1.23657200643706 1.2514674225202 1.03301060731051 -0.468521082957745 0.893206753059848 1.26481782300954 2.49337678584928 1.48875306595118 2.7962550857702 3.20801114889284 3.2385789792449 4.69844853801533 1.67357379642305 0.93293014283079 3.02680460384025 1 3.02680460384025 1 9.53459924403895 13.5746631098987 3.02680460384025 1 9.13532906061842 11.6155192394225 9.53459924403895 1 12.9471574592553 12.9048555165688 17.9824545113686 8.38435660845834 8.15608762078522 16.0469164429283 16.465206626637 14.0786932597456 2.31875384709222 -2.31875384709222 -10.3172965418606 10.3172965418606 4.34341147132819 4.02680460384025 13.6607080131888
"22" "China_Galinas_CordC_D1" 0.410914019992456 0.467491278742808 0.0130395891378649 -0.602125569534082 -0.34693767674695 1.84915393199466 0.849419413796899 0.489958479424835 -0.478861916295964 -1.14266750356873 1.07838225692128 1.00845775261908 -0.537602002101044 1.1832698436828 1.25527250510331 2.67935217621995 1.46455408186913 2.82106131236537 3.13350697377835 3.34243413025308 4.69679308508174 2.28176037219993 0.953324696389185 4.36969394245383 3.78473144173267 1 1 9.29252608193137 13.427685665213 6.59208636379028 1 8.39944128584788 11.5329242913221 9.4285876315074 2.78473144173267 13.1411834119544 11.7184220966849 17.8091352773466 8.69162203734119 7.36969394245383 16.6876717648609 16.5304057657348 13.4104402847971 2.26002565596146 -2.26002565596146 -9.53921712967782 9.53921712967782 5.26511549073444 4.50291987926808 13.5194410619585
"23" "China_Galinas_CordC_D2" 0.410914019992456 0.467491278742808 0.0130395891378649 -0.602125569534082 -0.333742905664341 1.84053954415435 0.82865989653532 0.444044795918076 -0.554395796726402 -1.22184874961636 1.24441104869317 1.01210511819657 -0.54515513999149 0.877371345869774 1.16731733474818 2.46056675398372 1.46455408186913 2.81777684657749 3.20542091567634 3.34243413025308 4.69679308508174 2.28176037219993 0.953324696389185 5.03194022244276 5.03194022244276 3.03194022244276 4.03194022244276 10.9388308180513 13.3927873066224 5.83929514450036 1 8.70436556441426 12.9463253545982 9.22176478132278 1 12.3762361303586 13.3184979840507 17.6311557174605 10.2316125672791 8.8648302366075 15.2754117608391 16.995378220789 13.9941132535525 3.79886012789215 -3.79886012789215 -8.28725064325462 8.28725064325462 6.49137184108006 5.35386831733012 13.6411189605847
"24" "China_Galinas_PWA_D1" -0.301007808125677 -0.0662976589431032 0.353810601272032 -1.65481840146201 -0.454285894140799 1.93457445652959 0.787460474518415 0.994317152669637 -0.120904120499927 -1 1.2059543906898 1.22374804490377 0.0128372247051722 1.83935232889542 1.30319605742049 3.19089458767756 1.78889453338909 3.06060719552456 3.37458339273273 3.70508864323886 4.58126680527367 2.61997980583305 1.19228861256812 2.91616440688681 4.50112690760796 1 1 8.53087425100202 14.7435071111209 7.00362724813715 1 10.8761663389549 12.016826745892 10.3591079027355 1 14.0122206460678 8.16409192033039 17.1919979169003 10.7105802732369 8.37559602552411 16.5931131721852 15.3300567352594 11.3673755187191 2.19730144037362 -2.19730144037362 -10.1462451221562 10.1462451221562 5.09564870494926 3.2552538912549 14.7694739622905
"25" "China_Galinas_PWA_D2" -0.301007808125677 -0.0662976589431032 0.353810601272032 -1.65481840146201 -0.389053991725966 1.90482963621772 0.754348335711019 0.797959643737196 -0.34008379993015 -0.950781977329818 1.28651896727694 0.955350342770501 -0.576754126063192 1.28936595152003 1.12057393120585 2.59125276621512 1.78889453338909 3.14243014021024 3.45296648018723 3.70508864323886 4.58126680527367 2.61997980583305 1.19228861256812 3.05502764199038 1 1 1 6.63999014271154 14.5956400502399 1 1 10.7345077414958 13.3404298608526 8.54688073832006 1 13.8823703462245 7.37695573687774 17.0789552191648 11.6057744273736 7.69888383176511 16.0333806001555 15.0444221418351 12.4147772023127 5.01296589130317 -5.01296589130317 -12.601555905963 12.601555905963 3.83905581306438 3.36611683875147 14.601555905963
"26" "China_Galinas_PWB_D1" 1.29790592136408 1.30567474902951 0.186510009241466 0.11139591199752 -0.451481358250558 1.91442932201233 0.756636108245848 1.0068937079479 -0.1073489661227 -1.00436480540245 1.1923992361826 1.24166800453908 -0.408935392973501 1.63154522783431 1.33645973384853 2.98496317284014 1.68226749431757 3.10033262886484 3.44057851483637 3.58129710118316 4.49762064978129 3.45816477694893 1.1846914308176 2.56834922956602 4.15331173028718 1 1 8.94338866091295 13.7716972325458 6.8162767430096 1 9.48721246684062 12.3692491294863 10.0029774572027 1 15.0833097928962 9.09191118562303 17.6798924753157 12.0195603413984 10.5456291530659 15.689720855525 15.8213102659597 10.9477275966373 2.54979023116441 -2.54979023116441 -9.52580704355276 9.52580704355276 4.79312672030709 2.9875580162645 13.8327918297926
"27" "China_Galinas_PWB_D2" 1.29790592136408 1.30567474902951 0.186510009241466 0.11139591199752 -0.397293474981566 1.88883756087839 0.746634198937579 0.840733234611807 -0.316052869248488 -1.14266750356873 1.30189692337178 1.17126679975121 -0.958607314841775 1.09691001300806 1.35983548233989 2.58849721075371 1.68226749431757 3.1513729151236 3.45080317322365 3.58129710118316 4.49762064978129 3.45816477694893 1.1846914308176 1 1 1 1 7.28998340515979 15.6229896319971 4.96805531027243 1 10.2410738046788 13.0887251969127 6.38309280955127 1 14.4857246984062 10.026948999326 17.7816361132621 12.4054606225797 9.026948999326 15.9051838784383 16.1722188559765 11.2472789542056 6.89330153086056 -6.89330153086056 -13.6283483898578 13.6283483898578 3 2 15.6283483898578
"28" "China_Galinas_PWC_D1" -0.150084129937642 0.0278419694785489 0.492511414708724 -1.64259554458784 -0.465432574793859 1.92977505880465 0.740362689494244 1.06520612805431 -0.0609802235513335 -1.10237290870956 1.18350664987029 1.3860448505282 -0.537602002101044 1.17955179116519 1.02118929906994 2.63529016808429 1.68235958048604 3.12922248423913 3.46441502242617 3.54698561528858 4.51441492058037 2.96034232534151 1.21085336531489 2.88367783272034 3.88367783272034 1 1 6.46864033344149 14.2587172640673 4.88367783272034 1 6.88367783272034 11.7323007731497 5.46864033344149 1 14.4067496596607 8.94976702317811 17.7093323030192 12.1851740277029 6.2056059276077 16.3223397537417 15.9576519973871 11.1268518161933 6.31288295528436 -6.31288295528436 -10.2003816685872 10.2003816685872 4.7082355278218 3.22963278234201 14.2673821251944
"29" "China_Galinas_PWC_D2" -0.150084129937642 0.0278419694785489 0.492511414708724 -1.64259554458784 -0.362213087610504 1.88014264456307 0.755112266395071 0.777426822389311 -0.35359627377693 -1.04095860767891 1.30854172935188 1.03201449931628 -0.3767507096021 1.06220580881971 1.18184358794477 2.46380440790645 1.68235958048604 3.11635865050169 3.4476385914005 3.54698561528858 4.51441492058037 2.96034232534151 1.21085336531489 1 2.88286884880501 1 1 8.94895803926278 15.2904021804763 2.88286884880501 1 10.5763558063043 13.3164542899555 8.01215186574998 1 14.7149676948441 9.91629185034246 17.3053935847062 12.8572834386105 8.52672503857973 15.8220807314714 16.069756858835 11.0224202012038 5.50552803322675 -5.50552803322675 -12.0793507140938 12.0793507140938 3.741591497007 2 15.3083470364503
"30" "Goodyear_PhragA_D1" -0.68723205137048 -0.248814339290222 0.509686090413156 -2.19691813755448 -0.533194940343849 1.99648751262581 0.75815462196739 1.1296898921993 -0.0195421077238999 -0.677780705266081 1.25774197027799 1.00289076269439 -0.823908740944319 0.746634198937579 1.48995847942483 1.78116898541151 1.20411998265592 2.69882231910426 3.1611283253625 3.01787980568588 4.60487377055264 1.0111473607758 0.832636627596703 7.6160769643157 4.6160769643157 1 6.73155418173564 10.6821661547735 14.4547556586704 7.27904197703813 1 10.2502829840567 12.9410075473646 10.0423417190178 1 14.307820483487 14.0727736152318 17.5568187788747 16.4490987976629 11.2647341403542 15.4555432276323 16.0700334528868 16.3835717631793 3.10641584596584 -3.10641584596584 -9.83671923400892 9.83671923400892 8.36184014058388 7.63070993746001 14.5659036750748
"31" "Goodyear_PhragA_D2" -0.68723205137048 -0.248814339290222 0.509686090413156 -2.19691813755448 -0.236953246163191 1.84844255673315 0.79309160017658 0.68930885912362 -0.446116973356126 -1.00877392430751 1.26339132996463 0.9073091163027 -0.853871964321762 0.632457292184724 1.25042000230889 2.00029227128263 1.20411998265592 2.53825946034217 2.94895061024555 3.01787980568588 4.60487377055264 1.0111473607758 0.832636627596703 8.50130420754619 6.76433861337999 1 7.55788773591256 8.66480293982907 14.7605766945838 6.94491085902181 1 12.5316402859172 12.6680196525126 11.2540527989533 1 13.9106951436839 13.4461626533537 17.6822079167256 14.2237702320173 10.4794998372278 16.1198365415225 16.308272641668 17.1309522517336 2.34738807987832 -2.34738807987832 -7.99717622739229 7.99717622739229 9.36961111324778 8.50924495193806 14.7878157652104
"32" "Goodyear_PhragB_D1" 0.518410970005526 0.563198238671435 0.267837933845241 -0.749426962690765 -0.387339104157001 1.94201732424195 0.762678563727436 0.952792443044092 -0.18575240426808 -0.882728704344236 1.22240000979426 1.04162846555156 -0.769551078621726 0.666517980554881 1.26951294421792 1.90998840130294 1.26951294421792 2.72618094197085 3.20658303483779 3.09450117532986 4.56784945057311 2.07368169947628 1.02694162795903 5.81314886261012 8.98307386405243 1 9.70623365869361 12.103826023513 10.7739782653294 4.59075644127368 1 9.48152737151892 13.4600932341724 9.64965013032725 1 14.8042657416541 14.3152702943936 17.7658901097966 17.0900210150501 11.0556424900031 12.8559807781983 15.2790067504069 14.7590106897315 3.89917563048051 -3.89917563048051 -3.60386906847513 3.60386906847513 10.4508004903831 5.86357553149598 12.5926337285143
"33" "Goodyear_PhragB_D2" 0.518410970005526 0.563198238671435 0.267837933845241 -0.749426962690765 -0.168495864945258 1.78281221091415 0.816241299991783 0.599883072073688 -0.554395796726402 -1.20760831050175 1.27725996050306 0.997864679145317 -0.628932137728264 0.660865478003869 1.12710479836481 2.23543826008226 1.26951294421792 2.49634835577699 2.87139778148748 3.09450117532986 4.56784945057311 2.07368169947628 1.02694162795903 5.3509095705346 5.3509095705346 1 7.48841309428453 8.58357032732487 15.1527795668991 7.67283766542196 1 13.0105487575503 12.6692264118696 11.6251712317916 1 12.6996377247657 12.7483702965893 17.3398072379003 14.2150957151889 10.2481499961094 16.6819384547857 16.1450004689723 17.059217532009 2.22478693647683 -2.22478693647683 -9.75593636092539 9.75593636092539 8.03998629284603 5.41993195013773 15.1758683110631
"34" "Goodyear_PhragC_D1" 0.289017404688432 0.362451837097659 0.685662484806453 -1.39664508350567 -0.462809833311268 1.95601965120721 0.765668554759014 1.08314414314305 -0.0496351456238769 -0.752026733638193 1.21504483300721 1.04704375344594 -0.886056647693163 0.704150516839799 0.977723605288848 1.81230871210763 1.27646180417324 2.68930885912362 3.14235817576385 3.0028224089349 4.61878002450621 1.90622726305236 1.07809415040641 4.84885123492531 1 1 3.26388873420416 11.4388144167048 13.3353510967608 7.07124365626176 1 9.37241319098232 12.6753997222162 9.3513515754545 1 14.7466966909308 13.976415734644 17.4818464320683 16.8447361327969 10.2296730188662 15.1203142628297 15.61095639137 16.4156980933839 3.4632839441329 -3.4632839441329 -11.6932954757181 11.6932954757181 5.40676611263915 4.94565731366617 13.6932954757181
"35" "Goodyear_PhragC_D2" 0.289017404688432 0.362451837097659 0.685662484806453 -1.39664508350567 -0.216189954115256 1.80639845010099 0.783903579272735 0.69196510276736 -0.43297363384094 -0.889410289700751 1.23772692176152 0.801088821237768 -0.481486060122112 0.962369335670021 1.82672252016899 2.21224851566177 1.27646180417324 2.54187865414934 2.87656421398385 3.0028224089349 4.61878002450621 1.90622726305236 1.07809415040641 2.98822958827478 2.98822958827478 1 7.31015768316214 8.34578159289286 14.632987180791 8.31015768316214 1 12.2965686184142 13.0703786296286 12.0271485775671 1 13.843097971535 13.2550161289697 17.7701527445095 14.7401920017356 10.674730115458 16.030743974415 15.9409708354613 17.6504528935926 1.70759533184616 -1.70759533184616 -11.3565091623707 11.3565091623707 7.46409580591409 3.31251946047705 14.6690286228478
"36" "Joice_CattailNLA_D1" 1.01933293023391 1.03397084350074 1.35016439133993 -1.33083146516713 -0.9040383674027 1.84589237629615 0.840733234611807 1.28307497473547 0.136086097384097 -0.853871964321762 1.22293593568375 1.33461022700692 0.159867847092567 2.20022102619188 1.35983548233989 3.40326631836802 1.18269809885726 2.55094953912077 2.80448018910599 2.62343951107801 4.34103863167752 2.35200876556577 1.56761444273084 4.84366379361154 1 1 4.25870129289038 12.7364595593343 14.7773544485638 11.506628806334 1 12.6680922290281 13.4273734110226 12.8530258968152 1 13.3408503342443 12.4084484123951 17.2434757529372 11.9521882503897 10.9311266348619 15.9370813579995 16.5146150422282 13.9695077265897 1.24409147187249 -1.24409147187249 -13.206703423868 13.206703423868 5.69644038402068 4.94080709928751 15.206703423868
